book_id,fiction,fantasy,romance,classic,mystery,kindle,sci-fi,literature,horror,contemporary,adventure,historical,adult,paranormal,thriller,history,dystopia,audio,children,school,philosophy,novel,young,author,publisher,year,format,is_series
6066814,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,37778,Simon & Schuster UK,0.8305084745762712,Hardcover,1
33394837,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,242185,,0.0,Undefined,1
89371,0.08823529411764706,0.0,0.0,0.20588235294117646,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.2647058823529412,0.0,0.08823529411764706,27397,,0.0,Undefined,1
28575155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35259,Baumhaus Verlag GmbH,0.9491525423728814,Hardcover,0
89373,0.047619047619047616,0.0,0.0,0.0582010582010582,0.0,0.1746031746031746,0.0,0.047619047619047616,0.0,0.0,0.0,0.06349206349206349,0.08994708994708994,0.0,0.0582010582010582,0.06349206349206349,0.0,0.12169312169312169,0.0,0.0,0.0,0.2751322751322751,0.0,3083854,,0.0,Undefined,0
89375,0.18518518518518517,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,39054,,0.0,Undefined,0
89376,0.18181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,4862,,0.0,Undefined,0
89377,0.06557377049180328,0.0,0.0,0.0,0.0,0.06557377049180328,0.0,0.21311475409836064,0.0,0.0,0.0,0.08196721311475409,0.06557377049180328,0.0,0.0,0.08196721311475409,0.0,0.09836065573770492,0.06557377049180328,0.13114754098360656,0.0,0.06557377049180328,0.06557377049180328,137561,Random House Books for Young Readers,0.7796610169491526,Hardcover,0
89378,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.2857142857142857,5411,Blue Sky Press,0.5932203389830508,Hardcover,0
21401188,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,4092328,Covenant Communications,0.9152542372881356,Paperback,0
30227122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75424,,0.9322033898305084,Undefined,0
2008911,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357577,,0.0,Undefined,0
2008910,0.046153846153846156,0.0,0.3333333333333333,0.046153846153846156,0.0,0.046153846153846156,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.035897435897435895,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,0.041025641025641026,0.2,1357577,Quinteto,0.7288135593220338,Paperback,0
7203847,0.05581395348837209,0.0,0.0,0.0,0.0,0.11162790697674418,0.08837209302325581,0.0,0.05581395348837209,0.0,0.0,0.0,0.12093023255813953,0.31627906976744186,0.09767441860465116,0.0,0.0,0.06046511627906977,0.0,0.0,0.0,0.09302325581395349,0.0,3389,Penguin Audio,0.847457627118644,Audiobook,0
6158967,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,31308,,0.0,Undefined,0
12182387,0.08108108108108109,0.0,0.10810810810810811,0.0,0.0,0.1891891891891892,0.05405405405405406,0.0,0.13513513513513514,0.0,0.05405405405405406,0.0,0.08108108108108109,0.05405405405405406,0.0,0.0,0.0,0.05405405405405406,0.0,0.08108108108108109,0.0,0.05405405405405406,0.05405405405405406,50873,,0.0,Undefined,1
287142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166520,Bolchazy-Carducci Publishers,0.711864406779661,Undefined,0
16037548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6536612,amazon.com,0.8813559322033898,Paperback,0
16037549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15585,"Houghton, Mifflin and Company",0.0,Paperback,0
12135833,0.5,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5054653,Createspace,0.864406779661017,Paperback,0
18628482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7326076,Amazon,0.8983050847457628,Paperback,0
29074697,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15104629,Amazon Digital Services,0.0,Undefined,1
18628480,0.023064250411861616,0.0,0.032948929159802305,0.05930807248764415,0.0,0.1927512355848435,0.0,0.35914332784184516,0.0,0.0,0.0,0.05930807248764415,0.042833607907743,0.0,0.0,0.05930807248764415,0.0,0.023064250411861616,0.0,0.0,0.0,0.14827018121911037,0.0,51229,Fazi,0.8813559322033898,Other,0
16037543,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,2994299,,0.0,Undefined,0
29074693,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,5360266,,0.0,Undefined,1
1902202,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,190988,Ulverscroft,0.2542372881355932,Hardcover,1
24994796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8289606,,0.0,Undefined,0
3209316,0.06044815007816571,0.0,0.17144346013548722,0.047941636268890045,0.0,0.04950495049504951,0.0,0.0891089108910891,0.0,0.0,0.0,0.04325169359041167,0.13027618551328818,0.0,0.0,0.17144346013548722,0.0,0.04273058884835852,0.0,0.08858780614903596,0.0,0.10526315789473684,0.0,1265,Brilliance Audio,0.7627118644067796,Audiobook,0
25742454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,8551671,,0.0,Undefined,0
35714727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17038441,,0.0,Undefined,0
3209312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,589328,,0.0,Undefined,0
4541271,0.05527638190954774,0.0,0.0,0.12227805695142378,0.0,0.2914572864321608,0.06197654941373534,0.05527638190954774,0.0,0.0,0.0,0.06197654941373534,0.05527638190954774,0.0,0.0,0.0,0.06030150753768844,0.05695142378559464,0.0,0.0,0.0,0.17922948073701842,0.0,16667,Books on Tape,0.7457627118644068,Audiobook,1
3209319,0.07246376811594203,0.0,0.0,0.043478260869565216,0.0,0.07246376811594203,0.0,0.13768115942028986,0.0,0.0,0.14492753623188406,0.08695652173913043,0.07971014492753623,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.0,0.0,0.0,0.2318840579710145,0.0,1455,Simon  Schuster Audio,0.7796610169491526,Audiobook,0
30838933,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90411,,0.0,Undefined,1
30838930,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15425909,Profil,0.9491525423728814,Paperback,0
18264569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53167,Wiley,0.9152542372881356,Other,0
28543321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6475486,,0.0,Undefined,0
13598461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100084,The University of North Carolina Press,0.5254237288135594,Paperback,0
27419760,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,47231,,0.0,Undefined,0
20566082,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,3330668,,0.0,Undefined,1
13598465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5804912,ZB Publications,0.8135593220338984,Paperback,0
26831576,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2787558,,0.0,Undefined,0
17320317,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,834674,"Oxford University Press, USA",0.8983050847457628,Hardcover,0
36299289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17180082,Penerbit Aria Media,0.9661016949152542,Paperback,0
9671976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285644,Mainstream Publishing,0.847457627118644,Hardcover,0
9671977,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337108,Sellerio,0.7796610169491526,Paperback,1
28492512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14843595,Monkhiin useg,0.9152542372881356,Paperback,0
1698376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,169159,Little Simon,0.7627118644067796,Other,0
2592648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,4918,Orchard Books (NY),0.6610169491525424,Hardcover,0
30128855,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3274315,Dargaud,0.9491525423728814,Undefined,0
427479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89445,Conran,0.6610169491525424,Paperback,0
13707894,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,8070,W. W. Norton & Company,0.8813559322033898,Paperback,1
29339205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15036621,ntshrt bwtymr,0.9322033898305084,Undefined,0
6395321,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258,,0.0,Undefined,0
28358056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5533990,Guerra & Paz,0.847457627118644,Paperback,0
4691744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493903,,0.0,Undefined,0
20135365,0.1111111111111111,0.0,0.037037037037037035,0.0,0.0,0.0,0.6296296296296297,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,5395324,,0.0,Undefined,1
24444536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526866,,0.0,Undefined,0
10789416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162140,,0.0,Undefined,0
21401181,0.0613107822410148,0.0,0.26004228329809725,0.0,0.0,0.14376321353065538,0.07399577167019028,0.0,0.05496828752642706,0.0,0.10570824524312897,0.0,0.0613107822410148,0.07610993657505286,0.0,0.0,0.048625792811839326,0.052854122621564484,0.0,0.0,0.0,0.0,0.0613107822410148,7314532,Viking Children's,0.9152542372881356,Other,1
22600550,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6217503,Amazon Digital Services,0.0,Undefined,0
22466716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16073,New Directions,0.9322033898305084,Paperback,0
16158998,0.05660377358490566,0.0,0.0,0.04716981132075472,0.04716981132075472,0.2830188679245283,0.0,0.1320754716981132,0.0,0.0,0.0,0.05660377358490566,0.08962264150943396,0.0,0.04716981132075472,0.05660377358490566,0.0,0.05660377358490566,0.0,0.0,0.0,0.12735849056603774,0.0,123715,HarperAudio,0.8983050847457628,Audiobook,1
32615012,0.10344827586206896,0.0,0.0,0.10344827586206896,0.0,0.10344827586206896,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.1724137931034483,0.0,0.0,0.13793103448275862,11593,,0.0,Undefined,1
32615013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15079113,,0.0,Undefined,0
1907185,0.0752212389380531,0.0,0.0,0.07964601769911504,0.0,0.27876106194690264,0.0,0.11946902654867257,0.0,0.0,0.0,0.11061946902654868,0.0,0.0,0.0,0.0,0.0,0.061946902654867256,0.0,0.0,0.17256637168141592,0.10176991150442478,0.0,1938,ntshrt agh,0.559322033898305,Paperback,0
1907184,0.1076923076923077,0.0,0.0,0.18461538461538463,0.0,0.09230769230769231,0.0,0.046153846153846156,0.5230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046153846153846156,0.0,13607545,jwydn,0.7966101694915254,Undefined,0
25162836,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13658169,,0.0,Undefined,0
2805495,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1533165,Orion,0.6949152542372882,Paperback,1
17373675,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6938130,CreateSpace,0.8983050847457628,Kindle Edition,0
7075301,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1051586,5 Spot,0.8135593220338984,Other,0
12413392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169662,,0.0,Undefined,0
17373671,0.07473309608540925,0.0,0.08540925266903915,0.0,0.0,0.06761565836298933,0.0,0.0,0.0,0.0,0.34519572953736655,0.0,0.08540925266903915,0.0,0.0,0.0,0.0,0.07829181494661921,0.0,0.0,0.0,0.08185053380782918,0.18149466192170818,5193034,Garzanti,0.8983050847457628,Kindle Edition,1
1393555,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,146147,,0.0,Undefined,0
13571772,0.2,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,37450,Hachette Partworks Ltd.,0.8813559322033898,Hardcover,1
16201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6601585,Createspace,0.8813559322033898,Paperback,0
18355356,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618935,Ingram,0.0,Paperback,0
10866987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14771610,lmjls lwTny llthqf@ wlfnwn wladb - lkwyt,0.7796610169491526,Undefined,0
30525379,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.125,0.1875,0.0,0.125,0.125,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,7083555,,0.0,Undefined,0
780918,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,41194,,0.0,Undefined,1
35452242,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16209952,,0.0,Undefined,0
25317381,0.09090909090909091,0.0,0.13636363636363635,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.18181818181818182,0.0,3111153,Lake Union,0.9322033898305084,Paperback,0
23615331,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6462472,Amy Raby,0.9152542372881356,Kindle Edition,1
18138604,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6480066,,0.8983050847457628,Kindle Edition,1
780911,0.06557377049180328,0.0,0.07103825136612021,0.09836065573770492,0.0,0.06557377049180328,0.0,0.08743169398907104,0.0,0.0,0.0,0.06557377049180328,0.25136612021857924,0.0,0.0,0.06557377049180328,0.0,0.06557377049180328,0.0,0.0,0.0,0.16393442622950818,0.0,16272,Houghton Mifflin Harcourt,0.711864406779661,Hardcover,0
5371240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313236,Phillimore & Company,0.6610169491525424,Hardcover,0
10099492,0.0963855421686747,0.0,0.07228915662650602,0.0,0.0,0.04819277108433735,0.0,0.0,0.4457831325301205,0.0,0.0,0.0,0.04819277108433735,0.060240963855421686,0.0,0.0,0.0,0.04819277108433735,0.0,0.03614457831325301,0.0,0.0963855421686747,0.04819277108433735,293603,,0.0,Undefined,1
780912,0.044534412955465584,0.0,0.1700404858299595,0.0,0.06477732793522267,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.048582995951417005,0.044534412955465584,0.12550607287449392,0.08097165991902834,0.07692307692307693,0.044534412955465584,0.0,0.07692307692307693,0.0,0.0,0.0,0.06477732793522267,0.0,9343,Orion,0.7627118644067796,Hardcover,1
780917,0.5,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,410348,Tor Books,0.7966101694915254,Paperback,1
780916,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,207766,Alpha,0.7457627118644068,Paperback,0
18283092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034616,Byron Goines,0.8813559322033898,Kindle Edition,0
18283091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7205180,aecchmais,0.8983050847457628,Paperback,0
26864719,0.25,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,14425920,,0.0,Undefined,0
23566096,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,5031025,Zvaigzne ABC,0.6779661016949152,Hardcover,0
18283095,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,7066263,Xiao Xue Guan,0.864406779661017,Paperback,1
89379,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,51308,,0.0,Undefined,0
18283098,0.08571428571428572,0.0,0.0,0.08571428571428572,0.0,0.34285714285714286,0.0,0.08571428571428572,0.0,0.0,0.0,0.08571428571428572,0.05714285714285714,0.0,0.0,0.08571428571428572,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,241450,Broadway Books,0.9152542372881356,Other,0
